Iconografia;Tema
sottrazione;Societa_civilizzazione_cultura
moltiplicazione;Societa_civilizzazione_cultura
divisione (operazione aritmetica fondamentale);Societa_civilizzazione_cultura
tavole di numerazione (aritmetica);Societa_civilizzazione_cultura
sistema decimale;Societa_civilizzazione_cultura
sistema binario;Societa_civilizzazione_cultura
altre tavole di numerazione;Societa_civilizzazione_cultura
algebra e statistica;Societa_civilizzazione_cultura
formula algebrica, equazione, ecc.;Societa_civilizzazione_cultura
"diagramma statistico, grafico; schema illustrato, ecc.";Societa_civilizzazione_cultura
planimetria, geometria;Societa_civilizzazione_cultura
'Planimetria', 'Ichonografia' (Ripa);Societa_civilizzazione_cultura
punto (~ planimetria, geometria);Societa_civilizzazione_cultura
linea (~ planimetria, geometria);Societa_civilizzazione_cultura
linea retta (~ planimetria, geometria);Societa_civilizzazione_cultura
linee intersecanti;Societa_civilizzazione_cultura
angolo (~ planimetria, geometria);Societa_civilizzazione_cultura
linee parallele;Societa_civilizzazione_cultura
sezione aurea, 'sectio aurea';Societa_civilizzazione_cultura
linea curva (~ planimetria, geometria);Societa_civilizzazione_cultura
linea curva irregolare;Societa_civilizzazione_cultura
linea curva regolare, armonia;Societa_civilizzazione_cultura
spirale (~ planimetria, geometria);Societa_civilizzazione_cultura
triangolo (~ planimetria, geometria);Societa_civilizzazione_cultura
triangolo isoscele;Societa_civilizzazione_cultura
triangolo equilatero;Societa_civilizzazione_cultura
triangolo rettangolo;Societa_civilizzazione_cultura
quadrilatero (~ planimetria, geometria);Societa_civilizzazione_cultura
quadrilatero irregolare;Societa_civilizzazione_cultura
quadrilatero regolare;Societa_civilizzazione_cultura
quadrilatero regolare (col NOME);Societa_civilizzazione_cultura
quadrilatero regolare: rombo, losanga;Societa_civilizzazione_cultura
quadrilatero regolare: quadrato;Societa_civilizzazione_cultura
poligono (~ planimetria, geometria);Societa_civilizzazione_cultura
poligono irregolare;Societa_civilizzazione_cultura
poligono regolare;Societa_civilizzazione_cultura
poligono regolare (col NUMERO dei lati);Societa_civilizzazione_cultura
poligono regolare: esagono;Societa_civilizzazione_cultura
poligono regolare: ottagono;Societa_civilizzazione_cultura
cerchio (~ planimetria, geometria);Societa_civilizzazione_cultura
segmento di cerchio;Societa_civilizzazione_cultura
quadratura del cerchio;Societa_civilizzazione_cultura
circonferenza di un cerchio;Societa_civilizzazione_cultura
raggio di un cerchio;Societa_civilizzazione_cultura
centro di un cerchio;Societa_civilizzazione_cultura
diametro di un cerchio;Societa_civilizzazione_cultura
sezione conica (~ planimetria, geometria);Societa_civilizzazione_cultura
ellisse;Societa_civilizzazione_cultura
parabola;Societa_civilizzazione_cultura
iperbole;Societa_civilizzazione_cultura
altre figure planimetriche;Societa_civilizzazione_cultura
stereometria, geometria solida;Societa_civilizzazione_cultura
"'Sterometria'; 'Sterometria' (Ripa)";Societa_civilizzazione_cultura
i cinque solidi platonici (uno dentro l'altro);Societa_civilizzazione_cultura
angolo ~ stereometria;Societa_civilizzazione_cultura
spigolo ~ stereometria;Societa_civilizzazione_cultura
prisma ~ stereometria;Societa_civilizzazione_cultura
prisma triangolare;Societa_civilizzazione_cultura
prisma quadrangolare;Societa_civilizzazione_cultura
parallelepipedo;Societa_civilizzazione_cultura
piramide ~ stereometria;Societa_civilizzazione_cultura
piramide triangolare;Societa_civilizzazione_cultura
piramide quadrangolare;Societa_civilizzazione_cultura
poliedro regolare;Societa_civilizzazione_cultura
tetraedro;Societa_civilizzazione_cultura
esaedro, cubo;Societa_civilizzazione_cultura
ottaedro;Societa_civilizzazione_cultura
dodecaedro;Societa_civilizzazione_cultura
icosaedro;Societa_civilizzazione_cultura
altri poliedri;Societa_civilizzazione_cultura
cilindro ~ stereometria;Societa_civilizzazione_cultura
elica, spirale tridimensionale;Societa_civilizzazione_cultura
cono ~ stereometria;Societa_civilizzazione_cultura
tronco di cono;Societa_civilizzazione_cultura
sfera, globo ~ stereometria;Societa_civilizzazione_cultura
ellissoide di rivoluzione;Societa_civilizzazione_cultura
disegno, misurazione, calcolo;Societa_civilizzazione_cultura
disegno (matematica);Societa_civilizzazione_cultura
strumenti da disegno;Societa_civilizzazione_cultura
strumenti da disegno (col NOME);Societa_civilizzazione_cultura
strumenti da disegno: goniometro;Societa_civilizzazione_cultura
strumenti da disegno: regolo;Societa_civilizzazione_cultura
compasso;Societa_civilizzazione_cultura
squadra da disegno;Societa_civilizzazione_cultura
misurazione;Societa_civilizzazione_cultura
strumenti per misurazione;Societa_civilizzazione_cultura
stumenti per misurazione (col NOME);Societa_civilizzazione_cultura
conto, calcolo;Societa_civilizzazione_cultura
strumenti da calcolo;Societa_civilizzazione_cultura
strumenti da calcolo (col NOME);Societa_civilizzazione_cultura
abaco, pallottoliere;Societa_civilizzazione_cultura
tabella per conteggi, contatore, tavolo per conteggi;Societa_civilizzazione_cultura
panno da computo, tappeto per calcolo;Societa_civilizzazione_cultura
fiche, gettone, moneta di acconto;Societa_civilizzazione_cultura
calcolatore, macchina per equazioni;Societa_civilizzazione_cultura
laptop;Societa_civilizzazione_cultura
computer tablet;Societa_civilizzazione_cultura
altri rami della matematica;Societa_civilizzazione_cultura
teoria degli insiemi;Societa_civilizzazione_cultura
geometria non euclidea;Societa_civilizzazione_cultura
geometria multidimensionale;Societa_civilizzazione_cultura
trigonometria, poligonometria;Societa_civilizzazione_cultura
geometria descrittiva;Societa_civilizzazione_cultura
prospettiva matematica;Societa_civilizzazione_cultura
"'Prospettiva' (all.); 'Prospetiva' (Ripa)";Societa_civilizzazione_cultura
anamorfosi;Societa_civilizzazione_cultura
scienza e tecnica;Societa_civilizzazione_cultura
astronomia (e cosmografia);Societa_civilizzazione_cultura
"'Astronomia', 'Cosmografia'; 'Cosmografia' (Ripa)";Societa_civilizzazione_cultura
strumenti astronomici;Societa_civilizzazione_cultura
osservatorio (~ astronomia);Societa_civilizzazione_cultura
radiotelescopio (~ astronomia);Societa_civilizzazione_cultura
carta del sistema siderale, mappa stellare, carta celeste;Societa_civilizzazione_cultura
globo celeste;Societa_civilizzazione_cultura
sfera armillare, astrolabio;Societa_civilizzazione_cultura
planetario;Societa_civilizzazione_cultura
teorie cosmologiche;Societa_civilizzazione_cultura
teoria geocentrica (cosmologia);Societa_civilizzazione_cultura
teoria eliocentrica (cosmologia);Societa_civilizzazione_cultura
teoria dell'espansione dell'universo (cosmologia);Societa_civilizzazione_cultura
teoria del Big Bang (cosmologia);Societa_civilizzazione_cultura
fisica e meccanica;Societa_civilizzazione_cultura
fisica;Societa_civilizzazione_cultura
'Fisica' (Ripa);Societa_civilizzazione_cultura
principi generali della fisica;Societa_civilizzazione_cultura
teoria della relatività;Societa_civilizzazione_cultura
teoria dei quanti;Societa_civilizzazione_cultura
meccanica;Societa_civilizzazione_cultura
'Mecanica' (Ripa);Societa_civilizzazione_cultura
dinamica, cinetica;Societa_civilizzazione_cultura
lavoro, attrito ~ meccanica;Societa_civilizzazione_cultura
gravitazione;Societa_civilizzazione_cultura
pendolo (teoria);Societa_civilizzazione_cultura
balistica, traiettoria dei proiettili;Societa_civilizzazione_cultura
meccanica dei fluidi, idraulica;Societa_civilizzazione_cultura
gasdinamica, aerodinamica;Societa_civilizzazione_cultura
fisica del vuoto;Societa_civilizzazione_cultura
termodinamica;Societa_civilizzazione_cultura
acustica;Societa_civilizzazione_cultura
ottica;Societa_civilizzazione_cultura
strumenti ottici;Societa_civilizzazione_cultura
lente;Societa_civilizzazione_cultura
vetro affumicato;Societa_civilizzazione_cultura
microscopio;Societa_civilizzazione_cultura
binocolo;Societa_civilizzazione_cultura
telescopio;Societa_civilizzazione_cultura
stereoscopio;Societa_civilizzazione_cultura
rifrazione (ottica);Societa_civilizzazione_cultura
prisma (strumento ottico);Societa_civilizzazione_cultura
i sette colori del prisma;Societa_civilizzazione_cultura
specchio concavo, specchio ustorio;Societa_civilizzazione_cultura
ingrandimento;Societa_civilizzazione_cultura
elettromagnetica, elettrodinamica;Societa_civilizzazione_cultura
fisica nucleare, atomica e molecolare;Societa_civilizzazione_cultura
particelle elementari ~ fisica nucleare, atomica e molecolare;Societa_civilizzazione_cultura
modelli ~ struttura molecolare, ecc.;Societa_civilizzazione_cultura
radioattività;Societa_civilizzazione_cultura
protezione dalla radioattività;Societa_civilizzazione_cultura
reazione nucleare;Societa_civilizzazione_cultura
chimica;Societa_civilizzazione_cultura
simboli chimici;Societa_civilizzazione_cultura
chimica inorganica;Societa_civilizzazione_cultura
chimica organica;Societa_civilizzazione_cultura
alchimia;Societa_civilizzazione_cultura
alchimista all'opera;Societa_civilizzazione_cultura
alchimista che si cimenta nel cercare di fare l'oro;Societa_civilizzazione_cultura
alchimista alla ricerca della Pietra Filosofale;Societa_civilizzazione_cultura
alchimista fallisce nella sua opera;Societa_civilizzazione_cultura
simboli alchemici;Societa_civilizzazione_cultura
attrezzatura dell’alchimista;Societa_civilizzazione_cultura
stoviglie alchemiche;Societa_civilizzazione_cultura
;Societa_civilizzazione_cultura
bottiglie (ampullae);Societa_civilizzazione_cultura
bottiglie (ampullae) (col NOME);Societa_civilizzazione_cultura
bottiglia: ovo filosofico (ovum philosophicum);Societa_civilizzazione_cultura
fiaschi (cucurbitae);Societa_civilizzazione_cultura
fiaschi (cucurbitae) (col NOME);Societa_civilizzazione_cultura
pentole, barattoli (ollae);Societa_civilizzazione_cultura
;Societa_civilizzazione_cultura
forno alchimico;Societa_civilizzazione_cultura
forno alchimico (col NOME);Societa_civilizzazione_cultura
forno per copellazione;Societa_civilizzazione_cultura
athanor;Societa_civilizzazione_cultura
bagno alchimico (balneum);Societa_civilizzazione_cultura
altra attrezzatura dell’alchimista;Societa_civilizzazione_cultura
altra attrezzatura dell’alchimista (col NOME);Societa_civilizzazione_cultura
sostanze alchemiche;Societa_civilizzazione_cultura
Zolfo ~ sostanza alchemica;Societa_civilizzazione_cultura
Mercurio ~ sostanza alchemica;Societa_civilizzazione_cultura
Mercurio filosofico ~ sostanza alchemica;Societa_civilizzazione_cultura
Uccello di Ermete;Societa_civilizzazione_cultura
Sal ~ sostanza alchemica;Societa_civilizzazione_cultura
Prima Materia (materia prima);Societa_civilizzazione_cultura
Pietra Filosofale (Lapis philosophorum);Societa_civilizzazione_cultura
Quintessenza;Societa_civilizzazione_cultura
la Pietra Bianca;Societa_civilizzazione_cultura
la Pietra Rossa;Societa_civilizzazione_cultura
Elixir Vitae (Elisir di lunga vita);Societa_civilizzazione_cultura
Panacea ~ sostanza alchemica;Societa_civilizzazione_cultura
altre sostanze;Societa_civilizzazione_cultura
altre sostanze (col NOME);Societa_civilizzazione_cultura
altre sostanze: antimonio;Societa_civilizzazione_cultura
altre sostanze: sale di ammonio (cloruro di ammonio);Societa_civilizzazione_cultura
altre sostanze: vetriolo;Societa_civilizzazione_cultura
processi alchemici;Societa_civilizzazione_cultura
Magnum opus: le quattro fasi della trasmutazione;Societa_civilizzazione_cultura
nigredo (opera al nero);Societa_civilizzazione_cultura
albedo (opera al bianco);Societa_civilizzazione_cultura
citrinitas (opera al giallo);Societa_civilizzazione_cultura
rubedo (opera al rosso);Societa_civilizzazione_cultura
Magnum opus: fasi e procedimenti ulteriori;Societa_civilizzazione_cultura
Magnum opus: fasi e procedimenti ulteriori (col NOME);Societa_civilizzazione_cultura
fasi e procedimenti ulteriori: calcinazione (calcinatio);Societa_civilizzazione_cultura
altre fasi: cibazione, nutrizione (cibatio);Societa_civilizzazione_cultura
altre fasi: coagulazione, fissazione (coagulatio, fixatio);Societa_civilizzazione_cultura
altre fasi: congiunzione (coniunctio, nozze chimiche);Societa_civilizzazione_cultura
altre fasi: distillazione (destillatio);Societa_civilizzazione_cultura
altre fasi: esaltazione (exaltatio);Societa_civilizzazione_cultura
altre fasi: moltiplicazione (multiplicatio);Societa_civilizzazione_cultura
altre fasi: proiezione (projectio), tintura;Societa_civilizzazione_cultura
altre fasi: putrefazione, fermentazione (putrefactio, fermentatio);Societa_civilizzazione_cultura
fasi e procedimenti ulteriori: separazione o divisione (separatio, divisio);Societa_civilizzazione_cultura
fasi e procedimenti ulteriori: soluzione (solutio);Societa_civilizzazione_cultura
altre fasi: sublimazione (sublimatio);Societa_civilizzazione_cultura
più processi combinati insieme;Societa_civilizzazione_cultura
interazione o reazione tra sostanze alchemiche;Societa_civilizzazione_cultura
inversione di proprietà chimiche (per es. da umido ad asciutto);Societa_civilizzazione_cultura
evaporazione del solvente;Societa_civilizzazione_cultura
interazione tra (coppie di) opposti;Societa_civilizzazione_cultura
Mercurio e Zolfo ~ Luna e Sole;Societa_civilizzazione_cultura
cristallografia;Societa_civilizzazione_cultura
geologia;Societa_civilizzazione_cultura
mineralogia;Societa_civilizzazione_cultura
meteorologia;Societa_civilizzazione_cultura
osservatorio meteorologico;Societa_civilizzazione_cultura
tecnologia;Societa_civilizzazione_cultura
ingegneria;Societa_civilizzazione_cultura
laboratorio;Societa_civilizzazione_cultura
apparecchiatura ed attrezzature da laboratorio;Societa_civilizzazione_cultura
congegno da laboratorio, espediente universalmente accessibile, usato per dimostrazione;Societa_civilizzazione_cultura
esperimento, test ~ scienza e tecnologia;Societa_civilizzazione_cultura
invenzione, scoperta ~ scienza e tecnologia;Societa_civilizzazione_cultura
biologia;Societa_civilizzazione_cultura
botanica;Societa_civilizzazione_cultura
orto botanico, 'hortus botanicus';Societa_civilizzazione_cultura
erbario;Societa_civilizzazione_cultura
zoologia;Societa_civilizzazione_cultura
zoologia sperimentale;Societa_civilizzazione_cultura
paleontologia;Societa_civilizzazione_cultura
antropologia fisica;Societa_civilizzazione_cultura
craniologia;Societa_civilizzazione_cultura
medicina;Societa_civilizzazione_cultura
"'Medicina', rappresentazioni allegoriche ~ medicina; 'Medicina' (Ripa)";Societa_civilizzazione_cultura
simbolo, emblema, segno ~ medicina;Societa_civilizzazione_cultura
simbolo di Esculapio;Societa_civilizzazione_cultura
pentacolo (simbolo medico);Societa_civilizzazione_cultura
